"combinations","n","pMax","pAvg","r2","rse1","rse2"
"blocking,delay,centrality,timeComp1","4","1.3371101455201675e-5","2.6742202911531725e-6","0.9786148498791942","0.10170310825889907","0.101905502704377"
"blocking,delay,free,timeComp1","4","1.8061978033238456e-10","3.612616748679671e-11","0.9753108495287846","0.1092775998527085","0.10949506792820768"
"blocking,inverseDelay,centrality,timeComp1","4","9.916815627337585e-16","1.983363289370927e-16","0.9767462259724184","0.10605344934562906","0.10626450119486744"
"blocking,inverseDelay,centrality,timeComp2","4","0.5786910232789771","0.11573820465579543","0.9770342441096707","0.1053946210245987","0.10560436177140389"
"blocking,inverseDelay,free,timeComp1","4","0.1779503439947676","0.03559006901638543","0.968055963141627","0.12430052804088254","0.12454789252045582"
"blocking,inverseDelay,free,timeComp2","4","0.0003336009632837263","6.672019265937391e-5","0.9767930612307312","0.10594659477158924","0.1061574339746988"
"blocking,inverseDelay,timeComp1,timeComp2","4","0.8961179073196545","0.17979900887768555","0.9702232239639799","0.12000985517113974","0.12024868098979041"
"blocking,centrality,free,timeComp2","4","6.087745913957739e-6","1.2175498779950962e-6","0.9787328659826026","0.10142209059666135","0.10162392580245731"
"blocking,centrality,timeComp1,timeComp2","4","1.3371101455307649e-5","2.67422029106153e-6","0.9786148498791942","0.1017031082588991","0.10190550270437701"
"delay,inverseBlocking,inverseDelay,centrality","4","0.578691023277888","0.11573820465566094","0.9770342441096705","0.10539462102459873","0.10560436177140392"
"delay,inverseBlocking,inverseDelay,free","4","1.314325802225207e-14","2.628651622977801e-15","0.9767930612307312","0.10594659477158924","0.10615743397469879"
"delay,inverseBlocking,inverseDelay,timeComp1","4","0.002861045333162484","0.000575427413765898","0.9702232239639799","0.12000985517113978","0.12024868098979045"
"delay,inverseBlocking,centrality,free","4","6.087745913843506e-6","1.217556714985085e-6","0.9787328659826026","0.10142209059666141","0.10162392580245738"
"delay,inverseBlocking,centrality,timeComp1","4","1.3371101455212332e-5","2.674220291155304e-6","0.9786148498791943","0.10170310825889892","0.10190550270437686"
"delay,inverseBlocking,free,timeComp1","4","1.8061978033330263e-10","3.612616748698034e-11","0.9753108495287847","0.10927759985270848","0.10949506792820765"
"delay,inverseDelay,centrality,free","4","1.8377737538838086e-13","3.6755476095255497e-14","0.9794579940845946","0.09967804221811939","0.09987640667744058"
"delay,inverseDelay,centrality,timeComp1","4","0.008288743408680051","0.0016825813343901337","0.9737767589031243","0.11262148728731201","0.11284560987175053"
"delay,inverseDelay,centrality,timeComp2","4","0.5786910232778858","0.1157382046556605","0.9770342441096707","0.10539462102459866","0.10560436177140385"
"delay,inverseDelay,free,timeComp1","4","0.022312127426072127","0.004462425485262177","0.9700343400282121","0.1203898845564927","0.12062946665327519"
"delay,inverseDelay,free,timeComp2","4","4.2758862027614866e-6","8.551772431809518e-7","0.9767930612307312","0.10594659477158928","0.10615743397469883"
"delay,inverseDelay,timeComp1,timeComp2","4","0.8961179073295972","0.17979767667888646","0.9702232239639799","0.12000985517113973","0.1202486809897904"
"delay,centrality,free,timeComp1","4","5.503662085115138e-9","1.1007419909859253e-9","0.9780094115941411","0.1031327265395898","0.10333796599938556"
"delay,centrality,free,timeComp2","4","6.087745913156505e-6","1.217556714847689e-6","0.9787328659826027","0.10142209059666124","0.1016239258024572"
"delay,centrality,timeComp1,timeComp2","4","1.337110145531133e-5","2.6742202911751035e-6","0.9786148498791942","0.10170310825889897","0.1019055027043769"
"delay,free,timeComp1,timeComp2","4","1.4651035823396103e-6","2.930568426354092e-7","0.9753108495287847","0.10927759985270845","0.10949506792820764"
"inverseBlocking,inverseDelay,centrality,timeComp1","4","9.916815627337585e-16","1.983363289370927e-16","0.9767462259724184","0.10605344934562906","0.10626450119486744"
"inverseBlocking,inverseDelay,centrality,timeComp2","4","0.5786910232789771","0.11573820465579543","0.9770342441096707","0.1053946210245987","0.10560436177140389"
"inverseBlocking,inverseDelay,free,timeComp1","4","0.1779503439947676","0.03559006901638543","0.968055963141627","0.12430052804088254","0.12454789252045582"
"inverseBlocking,inverseDelay,free,timeComp2","4","0.0003336009632837263","6.672019265937391e-5","0.9767930612307312","0.10594659477158924","0.1061574339746988"
"inverseBlocking,inverseDelay,timeComp1,timeComp2","4","0.8961179073196545","0.17979900887768555","0.9702232239639799","0.12000985517113974","0.12024868098979041"
"inverseBlocking,centrality,free,timeComp2","4","6.087745913957739e-6","1.2175498779950962e-6","0.9787328659826026","0.10142209059666135","0.10162392580245731"
"inverseBlocking,centrality,timeComp1,timeComp2","4","1.3371101455307649e-5","2.67422029106153e-6","0.9786148498791942","0.1017031082588991","0.10190550270437701"
"inverseDelay,centrality,free,timeComp1","4","0.4783232277947566","0.09566464555895147","0.9708573980197908","0.11872501602454115","0.11896128494683873"
"inverseDelay,centrality,free,timeComp2","4","0.4646064600385909","0.09301069567047562","0.9706746238386462","0.11909673900959117","0.11933374767985437"
"inverseDelay,centrality,timeComp1,timeComp2","4","0.025297672188336316","0.0053577358087974454","0.9713677507691452","0.11768085289537857","0.11791504387904544"
"inverseDelay,free,timeComp1,timeComp2","4","0.24353618540873145","0.04870726354022076","0.9731832670385095","0.11388879766901469","0.11411544226665758"
"centrality,free,timeComp1,timeComp2","4","0.07216572883916854","0.014433145836725758","0.9733800642257999","0.11347013618185274","0.11369594762148318"
"complexity,blocking,delay,inverseDelay,centrality","5","0.9999976649921439","0.5965695422854912","0.9770342441096707","0.10560436177140385","0.10581535970758747"
"complexity,blocking,delay,inverseDelay,free","5","0.999988171567346","0.4999921741587918","0.9767930612307312","0.10615743397469878","0.10636953695135135"
"complexity,blocking,delay,inverseDelay,timeComp1","5","0.999989507830874","0.5004818929213742","0.97022322396398","0.12024868098979036","0.12048893833420354"
"complexity,blocking,delay,centrality,free","5","0.9999967429332455","0.4999959515162034","0.9787328659826026","0.10162392580245741","0.10182697081169302"
"complexity,blocking,delay,centrality,timeComp1","5","0.9999993463579079","0.49999819272389723","0.9786148498791942","0.10190550270437708","0.10210911030538622"
"complexity,blocking,delay,free,timeComp1","5","0.9999893564652167","0.49999372753246135","0.9753108495287847","0.10949506792820758","0.10971383951081652"
